iyear,imonth,iday,country_txt,provstate,city,latitude,longitude,location,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,gtype,grace,weaptype1,weaptype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ransom,ransomamt
1974,1,28,United States,California,San Francisco,37.727373,-122.427361,102 Edinburgh Street,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white woman, Roxanne McMillian",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,0,0,0,1,1,1,0,,,,,,
1974,1,28,United States,California,San Francisco,37.777125,-122.419644,Ninth and Howard Streets,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white man, John Bambic",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,0,0,0,0,,,,,,
1974,1,28,United States,California,San Francisco,37.777125,-122.419644,At the Lightning Coin Launderette on Silver Avenue and Brussells Street,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white woman, Jane Holly",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,0,0,0,0,,,,,,
1974,1,28,United States,California,San Francisco,37.777125,-122.419644,outside on Scott Street at Fulton and Divisadero Streets,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white man, Vincent Wollin",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,0,0,0,0,,,,,,
1974,1,28,United States,California,San Francisco,37.777125,-122.419644,outside on Geary Boulevard and Divisadero Street,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white woman, Tana Smith",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,0,0,0,0,,,,,,
1974,4,1,United States,California,San Francisco,37.777125,-122.419644,Geary Boulevard and Webster Street,1,0,2,Armed Assault,12,NGO,62,International NGO,white people in San Francisco,"white Salvation Army cadets, Thomas Rainwater and Linda Story",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,1,1,0,0,,,,,,
1974,4,14,United States,California,San Francisco,37.777125,-122.419644,Hayes and Fillmore Streets,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white teenagers, Ward Anderson and Terry White",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,0,0,0,2,2,0,0,,,,,,
1974,4,16,United States,California,San Francisco,37.716165,-122.468037,231 Vernon Street in Ingleside district,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white man, Nelson T. Shields IV",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,0,0,0,0,,,,,,
1975,9,19,United States,Ohio,Dayton,39.759881,-84.189983,118 West Third St.,1,0,1,Assassination,14,Private Citizens & Property,68,Named Civilian,Desegregation leader,Dr. Charles Glatt,217,United States,White extremists,Racial Supremacy,White,5,Firearms,shotgun,1,1,0,0,0,0,0,,,,,0,
1975,12,10,United States,Massachusetts,Boston,42.358635,-71.056699,office building,1,0,7,Facility/Infrastructure Attack,12,NGO,61,Domestic NGO,NAACP,NAACP office,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,molotov cocktail,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2000,"over $2000 including damage to files, furniture and possibly structural beams",,
1976,2,4,United States,California,Keyes,37.55765,-120.913774,residence,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,71,Race/Ethnicity Identified,,residence of black family,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,,,,,,,,1,3,Minor (likely < $1 million),-99,Home was destroyed by arson,,
1976,3,8,United States,Kentucky,Louisville,38.25486,-85.766404,residence,1,0,3,Bombing/Explosion,14,Private Citizens & Property,71,Race/Ethnicity Identified,,residence of black man and his family,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,stick of dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Shattered windows in the home,,
1976,9,6,United States,Maryland,Hyattsville,38.95259,-76.942074,Maryland suburb,1,0,8,Unarmed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Interracial couple in a Maryland suburb of Washington D.C.,Interracial couple,217,United States,White extremists,Racial Supremacy,White,2,Chemical,chemical mace,0,0,0,,,0,0,,,,,0,
1977,7,29,United States,Tennessee,Chattanooga,35.04644,-85.309464,,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Beth Shalom synagogue,Jewish temple,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,building destroyed,0,
1977,10,8,United States,Missouri,Richmond Heights,38.628135,-90.319909,parking lot,1,0,2,Armed Assault,14,Private Citizens & Property,69,Religion Identified,Jewish people at Brith Shalom Kneseth Israel Congregation,Jews leaving a Bar Mitzvah at synagogue,217,United States,White extremists,Racial Supremacy,White,5,Firearms,sniper rifle,1,1,0,2,2,0,0,,,,,0,
1978,3,6,United States,Georgia,Lawrenceville,33.952465,-83.987994,outside of cafeteria,0,0,1,Assassination,14,Private Citizens & Property,68,Named Civilian,,Larry Flynt,217,United States,White extremists,Racial Supremacy,White,5,Firearms,.44 caliber rifle,0,0,0,2,2,0,0,,,,,0,
1978,7,29,United States,Tennessee,Chattanooga,35.04644,-85.309464,parking lot,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Interracial couple,Interracial couple,217,United States,White extremists,Racial Supremacy,White,5,Firearms,12 gauge shotgun,1,1,0,1,1,0,0,,,,,0,
1979,7,12,United States,Georgia,Doraville,33.900942,-84.279003,parking lot,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,,African American suspected of flirting with white women,217,United States,White extremists,Racial Supremacy,White,5,Firearms,sniper rifle,1,1,0,0,0,0,0,,,,,0,
1979,8,18,United States,Virginia,Falls Church,38.887344,-77.17897,700 W. Broad Street,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,,African American man,217,United States,White extremists,Racial Supremacy,White,5,Firearms,sniper rifle,1,1,0,0,0,0,1,3,Minor (likely < $1 million),-99,small hole through window,0,
1979,10,21,United States,Oklahoma,Oklahoma City,35.472015,-97.520354,parking lot,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Interracial couple in Oklahoma City, Oklahoma",Interracial couple,217,United States,White extremists,Racial Supremacy,White,5,Firearms,sniper rifle,2,2,0,0,0,0,0,,,,,0,
1980,1,12,United States,Indiana,Indianapolis,39.76691,-86.149964,,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Black person  in Indianapolis, Indiana",African American,217,United States,White extremists,Racial Supremacy,White,5,Firearms,sniper rifle,1,1,0,0,0,0,1,3,Minor (likely < $1 million),-99,window shattered,0,
1980,1,14,United States,Indiana,Indianapolis,39.76691,-86.149964,,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Black person  in Indianapolis, Indiana",African American,217,United States,White extremists,Racial Supremacy,White,5,Firearms,sniper rifle,1,1,0,0,0,0,-9,4,Unknown,,,0,
1980,5,0,United States,Wisconsin,Tomah,43.97257,-90.504769,,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,White person who admitted to dating an African American,white person who admitted to dating an African American,217,United States,White extremists,Racial Supremacy,White,5,Firearms,pistol,1,1,0,0,0,0,0,,,,,0,
1980,5,29,United States,Indiana,Fort Wayne,41.079273,-85.139351,,0,0,1,Assassination,12,NGO,61,Domestic NGO,"civil rights activist and president of the National Urban League, who dated a White woman",Vernon Jordan,217,United States,White extremists,Racial Supremacy,White,5,Firearms,sniper rifle,0,0,0,1,1,0,0,,,,,0,
1980,6,8,United States,Ohio,Cincinnati,39.174345,-84.475014,Bond Hill,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Black people in Cincinnati, Ohio",African Americans,217,United States,White extremists,Racial Supremacy,White,5,Firearms,sniper rifle with .44 caliber bullets,2,2,0,0,0,0,0,,,,,0,
1980,6,15,United States,Pennsylvania,Johnstown,40.32726,-78.918354,Washington Street Bridge,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Interracial couple in Johnstown, Pennsylvania",Interracial couple,217,United States,White extremists,Racial Supremacy,White,5,Firearms,sniper rifle,2,2,0,0,0,0,0,,,,,0,
1980,8,20,United States,Utah,Salt Lake City,40.759505,-111.888229,Intersection of Fifth East and Ninth South,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Interracial mixed group in Salt Lake City, Utah",Group of Black men and White women,217,United States,White extremists,Racial Supremacy,White,5,Firearms,sniper rifle with .30 caliber bullets,2,2,0,1,1,0,0,,,,,0,
1980,10,2,United States,Connecticut,Manchester,41.76857,-72.520664,1 at residence,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Bruce Meggett and Lucinda Harris and their family, a black family in a white neighborhood",residence of a black family,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,molotov cocktail,0,0,0,0,0,0,1,3,Minor (likely < $1 million),7800,,,
1980,11,1,United States,Ohio,Youngstown,41.0981,-80.650789,"outside on pavement, three blocks from residence",1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,,"Veronica Vaughan, a black girl",217,United States,White extremists,Racial Supremacy,White,5,Firearms,,1,1,0,0,0,0,0,,,,,,
1985,6,2,United States,Ohio,Cleveland,41.504365,-81.690459,at residence in city's Slavic Village neighborhood,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,71,Race/Ethnicity Identified,"home of Mabel Gant's family, a black family in a predominantly white, Slavic neighborhood",home of a black family in a predominantly white neighborhood,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,gasoline firebomb thrown through window of home,1,1,0,0,0,0,1,3,Minor (likely < $1 million),-99,home was substantially burned as the family had to relocate,,
1985,11,19,United States,Delaware,Dover,39.158035,-75.524734,,1,0,7,Facility/Infrastructure Attack,12,NGO,61,Domestic NGO,National Association for the Advancement of Colored People (NAACP),"National Association for the Advancement of Colored People (NAACP) headquarters offices in Dover, Delaware",217,United States,White extremists,Racial Supremacy,White,8,Incendiary,"fire, potentially started by a firebomb",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,"gutted NAACP office and second floor rooming house, and slight damage to adjacent beauty parlor",0,
1996,4,29,United States,Washington,Spokane,47.65878,-117.426047,,1,0,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,,City Hall,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,,,,,0,
1996,10,3,United States,California,Lancaster,34.698905,-118.144779,1255 W. Avenue I,1,0,3,Bombing/Explosion,1,Business,2,Restaurant/Bar/CafŽ,Gay establishment,"Back Door Bar, Lancaster California",217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Explosive device,0,0,0,1,1,0,1,3,Minor (likely < $1 million),,Ceiling damaged and displays knocked off cases,0,
1999,7,1,United States,California,Redding,40.587515,-122.392934,Happy Valley,1,0,2,Armed Assault,14,Private Citizens & Property,68,Named Civilian,Homosexuals,Gary Matson and Winfield Scott Mowder,217,United States,White extremists,Racial Supremacy,White,5,Firearms,.22 caliber semi-automatic handgun,2,2,0,0,0,0,1,3,Minor (likely < $1 million),,Credit card and car stolen,0,
1999,7,2,United States,California,Sacramento,38.579065,-121.491014,,1,0,7,Facility/Infrastructure Attack,5,Abortion Related,40,Clinics,,Choice Medical Clinic,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,"Flammable liquid poured into the facility and ignited on fire.  Aso, Molotov cocktails were thrown at the facility.",0,0,0,0,0,0,1,3,Minor (likely < $1 million),100000,,0,
1999,7,2,United States,Illinois,Chicago,41.88415,-87.632409,,1,0,2,Armed Assault,14,Private Citizens & Property,69,Religion Identified,Jewish people,Jews attending temple.,217,United States,World Church of the Creator,Racial Supremacy,White,5,Firearms,,0,0,0,6,6,0,0,,,,,,
1999,7,2,United States,Illinois,Skokie,42.02634,-87.755679,,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,African American Citizen,Ricky Birdson,217,United States,World Church of the Creator,Racial Supremacy,White,5,Firearms,,1,1,0,0,0,0,0,,,,,,
1999,7,2,United States,Illinois,Northbrook,42.12972,-87.831564,,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Asian American Citizen,Fu S. Lin,217,United States,World Church of the Creator,Racial Supremacy,White,5,Firearms,,0,0,0,1,1,0,0,,,,,,
1999,7,3,United States,Illinois,Springfield,39.801055,-89.643604,,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Minority,Minority,217,United States,World Church of the Creator,Racial Supremacy,White,5,Firearms,,0,0,0,1,1,0,0,,,,,,
1999,7,3,United States,Illinois,Decatur,39.845845,-88.952459,,1,0,2,Armed Assault,15,Religious Figures/Institutions,85,Religious Figure,African American Citizen,Minister,217,United States,World Church of the Creator,Racial Supremacy,White,5,Firearms,,0,0,0,1,1,0,0,,,,,,
1999,7,4,United States,Indiana,Bloomington,39.164021,-86.509869,The incident occurred at Korean United Methodist Church.,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Korean-American Citizen,Won-Joon Yoon,217,United States,World Church of the Creator,Racial Supremacy,White,5,Firearms,,2,2,1,0,0,0,0,,,,,,
1999,8,31,United States,Florida,Tallahassee,30.439775,-84.280649,,0,0,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,Florida Agricultural and Mechanical (A & M) University,"Florida Agricultural and Mechanical (A & M) University's Lee Hall in Tallahassee, Florida",217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,,
1999,9,23,United States,Florida,Tallahassee,30.439775,-84.280649,,1,0,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,Florida Agricultural and Mechanical (A & M) University,"Perry-Paige Hall at Florida Agricultural and Mechanical (A & M) University in Tallahassee, Florida",217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The explosion damaged a bathroom.,,
2003,11,18,United States,Indiana,Terre Haute,39.450214,-87.413382,,1,0,7,Facility/Infrastructure Attack,1,Business,,,Holocaust Memorial Museum,"CANDLES, Terre Haute Indiana",217,United States,White extremists,Racial Supremacy,White,8,Incendiary,A brick was thrown through the main glass door followed by an incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Building destroyed,0,
